"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]"
2705,"Sonstige betriebl. regelm. Erträge","Sonstige betriebl. regelm. Erträge","Revenue",,"Yes","No",,,,,,,,,,,,
2707,"Sonstige betriebsfr.regelm. Erträge","Sonstige betriebsfr.regelm. Erträge","Revenue",,"Yes","No",,,,,,,,,,,,
2709,"Sonstige Erträge unregelmäßig","Sonstige Erträge unregelmäßig","Revenue",,"Yes","No",,,,,,,,,,,,
2710,"Erträge Zuschreibg. Sachanlagevermögen","Erträge Zuschreibg. Sachanlagevermögen","Revenue",,"Yes","No",,,,,,,,,,,,
2711,"Erträge Zuschreibg. immat. Anlagevermög.","Erträge Zuschreibg. immat. Anlagevermög.","Revenue",,"Yes","No",,,,,,,,,,,,
2712,"Erträge Zuschreibg. Finanzanlagevermögen","Erträge Zuschreibg. Finanzanlagevermögen","Revenue",,"Yes","No",,,,,,,,,,,,
2715,"Erträge Zuschreibung Umlaufvermögen","Erträge Zuschreibung Umlaufvermögen","Revenue",,"Yes","No",,,,,,,,,,,,
2720,"Erträge aus Abgang von AV-Gegenständen","Erträge aus Abgang von AV-Gegenständen","Revenue",,"Yes","No",,,,,,,,,,,,
2725,"Erträge aus Abgang von UV-Gegenständen","Erträge aus Abgang von UV-Gegenständen","Revenue",,"Yes","No",,,,,,,,,,,,
2730,"Erträge aus Herabsetzung PWB zu Ford.","Erträge aus Herabsetzung PWB zu Ford.","Revenue",,"Yes","No",,,,,,,,,,,,
2731,"Erträge aus Herabsetzung EWB zu Ford.","Erträge aus Herabsetzung EWB zu Ford.","Revenue",,"Yes","No",,,,,,,,,,,,
2732,"Erträge aus abgeschriebenen Forderg.","Erträge aus abgeschriebenen Forderg.","Revenue",,"Yes","No",,,,,,,,,,,,
2734,"Erträge Bewertung Verbindlichkeiten","Erträge Bewertung Verbindlichkeiten","Revenue",,"Yes","No",,,,,,,,,,,,
2735,"Erträge Auflösung von Rückstellungen","Erträge Auflösung von Rückstellungen","Revenue",,"Yes","No",,,,,,,,,,,,
2736,"Erträge steuerl. Bewertung Rückstellung","Erträge steuerl. Bewertung Rückstellung","Revenue",,"Yes","No",,,,,,,,,,,,
2737,"Erträge Aufl. SoPo*mit Rückl.ant. Euro","Erträge Aufl. SoPo*mit Rückl.ant. Euro","Revenue",,"Yes","No",,,,,,,,,,,,
2738,"Ertr. Aufl. SoPo m. Rückl.ant.§52/16EStG","Ertr. Aufl. SoPo m. Rückl.ant.§52/16EStG","Revenue",,"Yes","No",,,,,,,,,,,,
2739,"Erträge Auflösung SoPo Ansparabschreib","Erträge Auflösung SoPo Ansparabschreib","Revenue",,"Yes","No",,,,,,,,,,,,
2740,"Erträge Auflösung SoPo m. Rücklageant.","Erträge Auflösung SoPo m. Rücklageant.","Revenue",,"Yes","No",,,,,,,,,,,,
2742,"Versicherungsentschädigungen","Versicherungsentschädigungen","Revenue",,"Yes","No",,,,,,,,,,,,
2743,"Investitionszuschüsse","Investitionszuschüsse","Revenue",,"Yes","No",,,,,,,,,,,,
2744,"Investitionszulage","Investitionszulage","Revenue",,"Yes","No",,,,,,,,,,,,
2745,"Erträge a. Kapitalherabsetzung","Erträge a. Kapitalherabsetzung","Revenue",,"Yes","No",,,,,,,,,,,,
2750,"Grundstückserträge","Grundstückserträge","Revenue",,"Yes","No",,,,,,,,,,,,
2790,"Erträge aus Verlustübernahme","Erträge aus Verlustübernahme","Revenue",,"Yes","No",,,,,,,,,,,,
2792,"Gewinne aufgrund Gewinngemeinschaft","Gewinne aufgrund Gewinngemeinschaft","Revenue",,"Yes","No",,,,,,,,,,,,
2794,"Gewinne aufgrund Gewinn-/Teilgewinnabf.","Gewinne aufgrund Gewinn-/Teilgewinnabf.","Revenue",,"Yes","No",,,,,,,,,,,,
2795,"Entnahmen aus Kapitalrücklagen","Entnahmen aus Kapitalrücklagen","Revenue",,"Yes","No",,,,,,,,,,,,
2796,"Entnahmen aus der gesetzl. Rücklage","Entnahmen aus der gesetzl. Rücklage","Revenue",,"Yes","No",,,,,,,,,,,,
2797,"Entnahmen aus satzungsm.Rücklagen","Entnahmen aus satzungsm.Rücklagen","Revenue",,"Yes","No",,,,,,,,,,,,
2798,"Entnahmen a.d.Rücklage f.eig.Anteile","Entnahmen a.d.Rücklage f.eig.Anteile","Revenue",,"Yes","No",,,,,,,,,,,,
2799,"Entnahmen aus anderen Gewinnrücklagen","Entnahmen aus anderen Gewinnrücklagen","Revenue",,"Yes","No",,,,,,,,,,,,
2860,"Gewinnvortrag nach Verwendung","Gewinnvortrag nach Verwendung","Owner's Equity",,"Yes","No",,,,,,,,,,,,
2862,"Gewinnvortrag 40% Vorbelastung","Gewinnvortrag 40% Vorbelastung","Owner's Equity",,"Yes","No",,,,,,,,,,,,
2864,"Gewinnvortrag 0% Vorbelastung EK04","Gewinnvortrag 0% Vorbelastung EK04","Owner's Equity",,"Yes","No",,,,,,,,,,,,
2866,"Gewinnvortrag 0% Vorbelastung EK02","Gewinnvortrag 0% Vorbelastung EK02","Owner's Equity",,"Yes","No",,,,,,,,,,,,
2868,"Verlustvortrag nach Verwendung","Verlustvortrag nach Verwendung","Owner's Equity",,"Yes","No",,,,,,,,,,,,
2869,"Vortrag auf neue Rechnung (GuV)","Vortrag auf neue Rechnung (GuV)","Expense",,"Yes","No",,,,,,,,,,,,
2870,"Vorabausschüttung","Vorabausschüttung","Expense",,"Yes","No",,,,,,,,,,,,
2890,"Verrechneter kalkul.Unternehmerlohn","Verrechneter kalkul.Unternehmerlohn","Expense",,"Yes","No",,,,,,,,,,,,
2891,"Verrechnete kalkul. Miete und Pacht","Verrechnete kalkul. Miete und Pacht","Expense",,"Yes","No",,,,,,,,,,,,
2892,"Verrechnete kalkulatorische Zinsen","Verrechnete kalkulatorische Zinsen","Expense",,"Yes","No",,,,,,,,,,,,
2893,"Verrechnete kalkul. Abschreibungen","Verrechnete kalkul. Abschreibungen","Expense",,"Yes","No","A_ACCUMDEPRECIATION_ACCT",,,,,,,,,,,
2894,"Verrechnete kalkulatorische Wagnisse","Verrechnete kalkulatorische Wagnisse","Expense",,"Yes","No",,,,,,,,,,,,
2895,"Verrechneter kalk. Lohn, unentgeltl. AN","Verrechneter kalk. Lohn, unentgeltl. AN","Expense",,"Yes","No",,,,,,,,,,,,
2990,"Aufw./Erträge aus Umrechnungsdifferenz","Aufw./Erträge aus Umrechnungsdifferenz","Expense",,"Yes","No",,,,,,,,,,,,
3000,"Roh-, Hilfs- und Betriebsstoffe","Roh-, Hilfs- und Betriebsstoffe","Expense",,"Yes","No",,,,,,,,,,,,
3090,"Energiestoffe","Energiestoffe","Expense",,"Yes","No",,,,,,,,,,,,
3100,"Fremdleistungen","Fremdleistungen","Expense",,"Yes","No",,,,,,,,,,,,
3150,"Leistungen ausländischer Unternehmen","Leistungen ausländischer Unternehmen","Expense",,"Yes","No",,,,,,,,,,,,
3200,"Wareneingang","Wareneingang","Expense",,"Yes","No","NOTINVOICEDRECEIPTS_ACCT",,,,,,,,,,,
3300,"Wareneingang 7% Vorsteuer","Wareneingang 7% Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
3400,"Wareneingang 19% Vorsteuer","Wareneingang 19% Vorsteuer","Expense",,"Yes","No","DEFAULT_ACCT",,,,,,,,,,,
3401,"Produkt Ausgaben","Default Product or Service costs (I.e. not on inventory)","Expense",,"Yes","No","P_EXPENSE_ACCT",,,,,,,,,,,
3402,"Produkt Vertriebsausgaben","Cost of Goods Sold","Expense",,"Yes","No","P_COGS_ACCT",,,,,,,,,,,
3410,"Wareneingang 16% Vorsteuer","Wareneingang 16% Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
3403,"Konto Kasse Aufwand","Default other expense for petty cash transactions","Expense",,"Yes","No","CB_EXPENSE_ACCT",,,,,,,,,,,
3420,"EG-Erwerb 7% Vorsteuer und 7% USt","EG-Erwerb 7% Vorsteuer und 7% USt","Expense",,"Yes","No",,,,,,,,,,,,
3425,"EG-Erwerb 19% Vorsteuer 19% USt","EG-Erwerb 19% Vorsteuer 19% USt","Expense",,"Yes","No",,,,,,,,,,,,
3430,"EG-Erwerb ohne Vorsteuer und 7% USt","EG-Erwerb ohne Vorsteuer und 7% USt","Expense",,"Yes","No",,,,,,,,,,,,
3435,"EG-Erwerb ohne Vorsteuer und 19% USt","EG-Erwerb ohne Vorsteuer und 19% USt","Expense",,"Yes","No",,,,,,,,,,,,
3440,"EG-Erw. Nfz o.UStID 19% Vst/USt","EG-Erw. Nfz o.UStID 19% Vst/USt","Expense",,"Yes","No",,,,,,,,,,,,
3500,"Wareneingang 5% Vorsteuer","Wareneingang 5% Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
3505,"Wareneingang 6% Vorsteuer","Wareneingang 6% Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
3530,"Wareneingang 9% Vorsteuer","Wareneingang 9% Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
3535,"Wareneingang 10% Vorsteuer","Wareneingang 10% Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
3540,"Wareneingang 9% *Vorsteuer","Wareneingang 9% *Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
3550,"Steuerfreier EG - Erwerb","Steuerfreier EG - Erwerb","Expense",,"Yes","No",,,,,,,,,,,,
3600,"Nicht abziehbare Vorsteuer","Nicht abziehbare Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
3610,"Nicht abziehbare Vorsteuer 7%","Nicht abziehbare Vorsteuer 7%","Expense",,"Yes","No",,,,,,,,,,,,
3650,"Nicht abziehbare Vorsteuer 16%","Nicht abziehbare Vorsteuer 16%","Expense",,"Yes","No",,,,,,,,,,,,
3660,"Nicht abziehbare Vorsteuer 19%","Nicht abziehbare Vorsteuer 19%","Expense",,"Yes","No",,,,,,,,,,,,
3700,"Nachlässe","Nachlässe","Revenue",,"Yes","No",,,,,,,,,,,,
3710,"Nachlässe 7% Vorsteuer","Nachlässe 7% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3720,"Nachlässe 19% Vorsteuer","Nachlässe 19% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3723,"Nachlässe 15% Vorsteuer","Nachlässe 15% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3724,"Nachl. a. EG-Erwerb 7% Vorsteuer/USt","Nachl. a. EG-Erwerb 7% Vorsteuer/USt","Revenue",,"Yes","No",,,,,,,,,,,,
3725,"Nachl. a. EG-Erwerb 19% Vorsteuer/USt","Nachl. a. EG-Erwerb 19% Vorsteuer/USt","Revenue",,"Yes","No",,,,,,,,,,,,
3727,"Nachl. a. EG-Erwerb 15% Vorsteuer/USt","Nachl. a. EG-Erwerb 15% Vorsteuer/USt","Revenue",,"Yes","No",,,,,,,,,,,,
3730,"Erhaltene Skonti","Erhaltene Skonti","Revenue",,"Yes","No",,,,,,,,,,,,
3731,"Erhaltene Skonti 7% Vorsteuer","Erhaltene Skonti 7% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3735,"Erhaltene Skonti 16% Vorsteuer","Granted early payment discount from vendors","Revenue",,"Yes","No","PAYDISCOUNT_REV_ACCT",,,,,,,,,,,
3736,"Erhaltene Skonti 19% Vorsteuer","Erhaltene Skonti 19% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3740,"Erhaltene Boni","Erhaltene Boni","Revenue",,"Yes","No",,,,,,,,,,,,
3750,"Erhaltene Boni 7% Vorsteuer","Erhaltene Boni 7% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3760,"Erhaltene Boni 19% Vorsteuer","Erhaltene Boni 19% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3762,"Erhaltene Boni 16% Vorsteuer","Erhaltene Boni 16% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3764,"Erhaltene Boni 15% Vorsteuer","Erhaltene Boni 15% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3770,"Erhaltene Rabatte","Received Trade Discounts (corrects Product expense)","Revenue",,"Yes","No","P_TRADEDISCOUNTREC_ACCT",,,,,,,,,,,
3780,"Erhaltene Rabatte 7% Vorsteuer","Erhaltene Rabatte 7% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3790,"Erhaltene Rabatte 19% Vorsteuer","Erhaltene Rabatte 16% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3792,"Erhaltene Rabatte 16% Vorsteuer","Erhaltene Rabatte 16% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3794,"Erhaltene Rabatte 15% Vorsteuer","Erhaltene Rabatte 15% Vorsteuer","Revenue",,"Yes","No",,,,,,,,,,,,
3800,"Bezugsnebenkosten","Bezugsnebenkosten","Expense",,"Yes","No",,,,,,,,,,,,
3830,"Leergut","Leergut","Asset",,"Yes","No",,,,,,,,,,,,
3850,"Zölle und Einfuhrabgaben","Zölle und Einfuhrabgaben","Expense",,"Yes","No",,,,,,,,,,,,
3960,"Bestandsveränd.RHB-Stoffe/bezogene Ware","Bestandsveränd.RHB-Stoffe/bezogene Ware","Asset",,"Yes","No",,,,,,,,,,,,
3970,"Bestand Roh-,Hilfs- und Betriebsstoffe","Bestand Roh-,Hilfs- und Betriebsstoffe","Asset",,"Yes","No","P_ASSET_ACCT",,,,,,,,,,,
3980,"Bestand Waren","Bestand Waren","Asset",,"Yes","No","W_INVENTORY_ACCT",,,,,,,,,,,
3985,"Lager Bestandswert Korrektur","Lager Bestandswert Korrektur","Asset",,"Yes","No","W_INVACTUALADJUST_ACCT",,,,,,,,,,,
3986,"Lager Differenzkorrektur Gewinn / Verlust","Lager Differenzkorrektur Gewinn / Verlust","Expense",,"Yes","No","W_DIFFERENCES_ACCT",,,,,,,,,,,
3987,"Lager Differenzkorrektur Marktwert","Lager Differenzkorrektur Marktwert","Expense",,"Yes","No","W_REVALUATION_ACCT",,,,,,,,,,,
3990,"Verrechnete Stoffkosten","Verrechnete Stoffkosten","Expense",,"Yes","No",,,,,,,,,,,,
4000,"Material-und Stoffverbrauch","Material-und Stoffverbrauch","Expense",,"Yes","No",,,,,,,,,,,,
4100,"Löhne und Gehälter","Löhne und Gehälter","Expense",,"Yes","No","E_EXPENSE_ACCT",,,,,,,,,,,
4110,"Löhne","Löhne","Expense",,"Yes","No",,,,,,,,,,,,
4120,"Gehälter","Gehälter","Expense",,"Yes","No",,,,,,,,,,,,
4124,"Geschäftsführergehälter GmbH-Gesells.","Geschäftsführergehälter GmbH-Gesells.","Expense",,"Yes","No",,,,,,,,,,,,
4125,"Ehegattengehalt","Ehegattengehalt","Expense",,"Yes","No",,,,,,,,,,,,
4126,"Tantiemen","Tantiemen","Expense",,"Yes","No",,,,,,,,,,,,
4127,"Geschäftsführergehälter","Geschäftsführergehälter","Expense",,"Yes","No",,,,,,,,,,,,
4128,"Vergütg. angestellte Mituntern. §15 EStG","Vergütg. angestellte Mituntern. §15 EStG","Expense",,"Yes","No",,,,,,,,,,,,
4130,"Gesetzliche Sozialaufwendungen","Gesetzliche Sozialaufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
4137,"Ges. soz. Aufwendg. Mituntern. §15 EStG","Ges. soz. Aufwendg. Mituntern. §15 EStG","Expense",,"Yes","No",,,,,,,,,,,,
4138,"Beiträge zur Berufsgenossenschaft","Beiträge zur Berufsgenossenschaft","Expense",,"Yes","No",,,,,,,,,,,,
4139,"Ausgleichsabgabe SchwerbehindertenG","Ausgleichsabgabe SchwerbehindertenG","Expense",,"Yes","No",,,,,,,,,,,,
4140,"Freiwillige soziale Aufwendung. LSt-frei","Freiwillige soziale Aufwendung. LSt-frei","Expense",,"Yes","No",,,,,,,,,,,,
4145,"Freiwillige soziale Aufwendung. LSt-pfl.","Freiwillige soziale Aufwendung. LSt-pfl.","Expense",,"Yes","No",,,,,,,,,,,,
4149,"Pauschale Lohnsteuer f. Zuschüsse","Pauschale Lohnsteuer f. Zuschüsse","Expense",,"Yes","No",,,,,,,,,,,,
4150,"Krankengeldzuschuß","Krankengeldzuschuß","Expense",,"Yes","No",,,,,,,,,,,,
4160,"Versorgungskassen","Versorgungskassen","Expense",,"Yes","No",,,,,,,,,,,,
4165,"Aufwendungen für Altersversorgung","Aufwendungen für Altersversorgung","Expense",,"Yes","No",,,,,,,,,,,,
4167,"Pauschale Lohnsteuer f. Versicherg","Pauschale Lohnsteuer f. Versicherg","Expense",,"Yes","No",,,,,,,,,,,,
4168,"Aufw. Altersversorg. Mituntern. §15 EStG","Aufw. Altersversorg. Mituntern. §15 EStG","Expense",,"Yes","No",,,,,,,,,,,,
4169,"Aufwendungen für Unterstützung","Aufwendungen für Unterstützung","Expense",,"Yes","No",,,,,,,,,,,,
4170,"Vermögenswirksame Leistungen","Vermögenswirksame Leistungen","Expense",,"Yes","No",,,,,,,,,,,,
4175,"Fahrtkostenerstatt. Whg./Arbeitsstätte","Fahrtkostenerstatt. Whg./Arbeitsstätte","Expense",,"Yes","No",,,,,,,,,,,,
4180,"Bedienungsgelder","Bedienungsgelder","Expense",,"Yes","No",,,,,,,,,,,,
4190,"Aushilfslöhne","Aushilfslöhne","Expense",,"Yes","No",,,,,,,,,,,,
4199,"Pauschale Lohnsteuer f. Aushilfen","Pauschale Lohnsteuer f. Aushilfen","Expense",,"Yes","No",,,,,,,,,,,,
4200,"Raumkosten","Raumkosten","Expense",,"Yes","No",,,,,,,,,,,,
4210,"Miete","Miete","Expense",,"Yes","No",,,,,,,,,,,,
4218,"GewStl. zu berücks. Miete §8 GewStG","GewStl. zu berücks. Miete §8 GewStG","Expense",,"Yes","No",,,,,,,,,,,,
4219,"Vergütung Mituntern. Miete WG § 15 EStG","Vergütung Mituntern. Miete WG § 15 EStG","Expense",,"Yes","No",,,,,,,,,,,,
4220,"Pacht","Pacht","Expense",,"Yes","No",,,,,,,,,,,,
4228,"GewStl. zu berücks. Pacht §8 GewStG","GewStl. zu berücks. Pacht §8 GewStG","Expense",,"Yes","No",,,,,,,,,,,,
4229,"Vergütung Mituntern. Pacht WG § 15 EStG","Vergütung Mituntern. Pacht WG § 15 EStG","Expense",,"Yes","No",,,,,,,,,,,,
4230,"Heizung","Heizung","Expense",,"Yes","No",,,,,,,,,,,,
4240,"Gas, Strom, Wasser","Gas, Strom, Wasser","Expense",,"Yes","No",,,,,,,,,,,,
4250,"Reinigung","Reinigung","Expense",,"Yes","No",,,,,,,,,,,,
4260,"Instandhaltung betrieblicher Räume","Instandhaltung betrieblicher Räume","Expense",,"Yes","No",,,,,,,,,,,,
4270,"Abgaben betrieblich genutzt. Grundbesitz","Abgaben betrieblich genutzt. Grundbesitz","Expense",,"Yes","No",,,,,,,,,,,,
4280,"Sonstige Raumkosten","Sonstige Raumkosten","Expense",,"Yes","No",,,,,,,,,,,,
4300,"Nicht abziehbare Vorsteuer","Nicht abziehbare Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
4301,"Nicht abziehbare Vorsteuer 7%","Nicht abziehbare Vorsteuer 7%","Expense",,"Yes","No",,,,,,,,,,,,
4305,"Nicht abziehbare Vorsteuer 16%","Nicht abziehbare Vorsteuer 16%","Expense",,"Yes","No",,,,,,,,,,,,
4306,"Nicht abziehbare Vorsteuer 19%","Nicht abziehbare Vorsteuer 19%","Expense",,"Yes","No",,,,,,,,,,,,
4320,"Gewerbesteuer","Gewerbesteuer","Expense",,"Yes","No",,,,,,,,,,,,
4340,"Sonstige Betriebssteuern","Sonstige Betriebssteuern","Expense",,"Yes","No","T_EXPENSE_ACCT",,,,,,,,,,,
4350,"Verbrauchsteuer","Verbrauchsteuer","Expense",,"Yes","No",,,,,,,,,,,,
4355,"Ökosteuer","Ökosteuer","Expense",,"Yes","No",,,,,,,,,,,,
4360,"Versicherungen","Versicherungen","Expense",,"Yes","No",,,,,,,,,,,,
4370,"Prämie Rückdeckung f. Versorgungsleistg","Prämie Rückdeckung f. Versorgungsleistg","Expense",,"Yes","No",,,,,,,,,,,,
4380,"Beiträge","Beiträge","Expense",,"Yes","No",,,,,,,,,,,,
4390,"Sonstige Abgaben","Sonstige Abgaben","Expense",,"Yes","No",,,,,,,,,,,,
4396,"Abzugsf.Verspätungszuschlag/Zwangsgeld","Abzugsf.Verspätungszuschlag/Zwangsgeld","Expense",,"Yes","No",,,,,,,,,,,,
4397,"Nicht abzf.Verspät.zuschlag/Zwangsgeld","Nicht abzf.Verspät.zuschlag/Zwangsgeld","Expense",,"Yes","No",,,,,,,,,,,,
4500,"Fahrzeugkosten","Fahrzeugkosten","Expense",,"Yes","No",,,,,,,,,,,,
4510,"Kfz-Steuern","Kfz-Steuern","Expense",,"Yes","No",,,,,,,,,,,,
4520,"Kfz-Versicherungen","Kfz-Versicherungen","Expense",,"Yes","No",,,,,,,,,,,,
4530,"Laufende Kfz-Betriebskosten","Laufende Kfz-Betriebskosten","Expense",,"Yes","No",,,,,,,,,,,,
4540,"Kfz-Reparaturen","Kfz-Reparaturen","Expense",,"Yes","No",,,,,,,,,,,,
4550,"Garagenmieten","Garagenmieten","Expense",,"Yes","No",,,,,,,,,,,,
4570,"Fremdfahrzeuge","Fremdfahrzeuge","Expense",,"Yes","No",,,,,,,,,,,,
4580,"Sonstige Kfz-Kosten","Sonstige Kfz-Kosten","Expense",,"Yes","No",,,,,,,,,,,,
4600,"Werbe-u.Reisekosten","Werbe-u.Reisekosten","Expense",,"Yes","No",,,,,,,,,,,,
4610,"Werbekosten","Werbekosten","Expense",,"Yes","No",,,,,,,,,,,,
4630,"Geschenke bis 40 Euro","Geschenke bis 40 Euro","Expense",,"Yes","No",,,,,,,,,,,,
4635,"Geschenke über 40 Euro","Geschenke über 40 Euro","Expense",,"Yes","No",,,,,,,,,,,,
4638,"Geschenke ausschl. betrieblich genutzt","Geschenke ausschl. betrieblich genutzt","Expense",,"Yes","No",,,,,,,,,,,,
4640,"Repräsentationskosten","Repräsentationskosten","Expense",,"Yes","No",,,,,,,,,,,,
4650,"Bewirtungskosten","Bewirtungskosten","Expense",,"Yes","No",,,,,,,,,,,,
4653,"Aufmerksamkeiten","Aufmerksamkeiten","Expense",,"Yes","No",,,,,,,,,,,,
4654,"Nicht abzugsfähige Bewirtungskosten","Nicht abzugsfähige Bewirtungskosten","Expense",,"Yes","No",,,,,,,,,,,,
4655,"Nicht abzugsfähige Betriebsausgaben","Nicht abzugsfähige Betriebsausgaben","Expense",,"Yes","No",,,,,,,,,,,,
4660,"Reisekosten Arbeitnehmer","Reisekosten Arbeitnehmer","Expense",,"Yes","No",,,,,,,,,,,,
4663,"Reisekosten mit Vorsteuer AN","Reisekosten mit Vorsteuer AN","Expense",,"Yes","No",,,,,,,,,,,,
4664,"Reisekosten AN Verpfleg.mehraufwand","Reisekosten AN Verpfleg.mehraufwand","Expense",,"Yes","No",,,,,,,,,,,,
4666,"Reisekosten AN Übernachtungsaufwand","Reisekosten AN Übernachtungsaufwand","Expense",,"Yes","No",,,,,,,,,,,,
4668,"Kilometergelderstattung Arbeitnehmer","Kilometergelderstattung Arbeitnehmer","Expense",,"Yes","No",,,,,,,,,,,,
4670,"Reisekosten Unternehmer","Reisekosten Unternehmer","Expense",,"Yes","No",,,,,,,,,,,,
4673,"Reisekosten mit Vorsteuer UN","Reisekosten mit Vorsteuer UN","Expense",,"Yes","No",,,,,,,,,,,,
4674,"Reisekosten UN Verpfleg.mehraufwand","Reisekosten UN Verpfleg.mehraufwand","Expense",,"Yes","No",,,,,,,,,,,,
4676,"Reisekosten UN Übernachtungsaufwand","Reisekosten UN Übernachtungsaufwand","Expense",,"Yes","No",,,,,,,,,,,,
4678,"Kilometergelderstattung Unternehmer","Kilometergelderstattung Unternehmer","Expense",,"Yes","No",,,,,,,,,,,,
4700,"Kosten Warenabgabe","Kosten Warenabgabe","Expense",,"Yes","No",,,,,,,,,,,,
4710,"Verpackungsmaterial","Verpackungsmaterial","Expense",,"Yes","No",,,,,,,,,,,,
4730,"Ausgangsfrachten","Ausgangsfrachten","Expense",,"Yes","No",,,,,,,,,,,,
4750,"Transportversicherungen","Transportversicherungen","Expense",,"Yes","No",,,,,,,,,,,,
4760,"Verkaufsprovisionen","Verkaufsprovisionen","Expense",,"Yes","No",,,,,,,,,,,,
4780,"Fremdarbeiten","Fremdarbeiten","Expense",,"Yes","No",,,,,,,,,,,,
4790,"Aufwand für Gewährleistungen","Aufwand für Gewährleistungen","Expense",,"Yes","No",,,,,,,,,,,,
4800,"Reparatur/Instandh. Anlagen u. Maschinen","Reparatur/Instandh. Anlagen u. Maschinen","Expense",,"Yes","No",,,,,,,,,,,,
4805,"Reparatur/Instandh. Betriebs- u. Gesch.","Reparatur/Instandh. Betriebs- u. Gesch.","Expense",,"Yes","No",,,,,,,,,,,,
4806,"Wartungskosten für Hard- und Software","Wartungskosten für Hard- und Software","Expense",,"Yes","No",,,,,,,,,,,,
4809,"Sonst. Reparaturen und Instandhaltungen","Sonst. Reparaturen und Instandhaltungen","Expense",,"Yes","No",,,,,,,,,,,,
4810,"Mietleasing","Mietleasing","Expense",,"Yes","No",,,,,,,,,,,,
4814,"GewStl. zu berücks. Mietleas. §8 GewStG","GewStl. zu berücks. Mietleas. §8 GewStG","Expense",,"Yes","No",,,,,,,,,,,,
4815,"Kaufleasing","Kaufleasing","Expense",,"Yes","No",,,,,,,,,,,,
4820,"Abschreibung Ingangsetzung, Erweiterung","Abschreibung Ingangsetzung, Erweiterung","Expense",,"Yes","No",,,,,,,,,,,,
4821,"Abschreib. a. Aufw. Währungsumst. Euro","Abschreib. a. Aufw. Währungsumst. Euro","Expense",,"Yes","No",,,,,,,,,,,,
4822,"Abschreibung immaterielle VermG","Abschreibung immaterielle VermG","Expense",,"Yes","No",,,,,,,,,,,,
4824,"Abschr. Geschäfts- oder Firmenwert","Abschr. Geschäfts- oder Firmenwert","Expense",,"Yes","No",,,,,,,,,,,,
4826,"Apl. Abschreibungen immaterielle VermG","Apl. Abschreibungen immaterielle VermG","Expense",,"Yes","No",,,,,,,,,,,,
4830,"Abschreibungen auf Sachanlagen","Abschreibungen auf Sachanlagen","Expense",,"Yes","No","A_DEPRECIATION_ACCT",,,,,,,,,,,
4840,"Apl. Abschreibungen auf Sachanlagen","Apl. Abschreibungen auf Sachanlagen","Expense",,"Yes","No",,,,,,,,,,,,
4850,"Abschreib.Sachanlagen/stl. So-Vorschr.","Abschreib.Sachanlagen/stl. So-Vorschr.","Expense",,"Yes","No",,,,,,,,,,,,
4855,"Sofortabschreibung GWG","Sofortabschreibung GWG","Expense",,"Yes","No",,,,,,,,,,,,
4860,"Abschreibungen auf aktivierte GWG","Abschreibungen auf aktivierte GWG","Expense",,"Yes","No",,,,,,,,,,,,
4865,"Apl. Abschreibungen auf aktivierte GWG","Apl. Abschreibungen auf aktivierte GWG","Expense",,"Yes","No",,,,,,,,,,,,
4870,"Abschreibungen auf Finanzanlagen","Abschreibungen auf Finanzanlagen","Expense",,"Yes","No",,,,,,,,,,,,
4871,"Abschreibg. Finanzanl. 100/50% n.abz.","Abschreibg. Finanzanl. 100/50% n.abz.","Expense",,"Yes","No",,,,,,,,,,,,
4872,"Abschr.Verl.Ant.Mituntern.sch.§8 GewStG","Abschr.Verl.Ant.Mituntern.sch.§8 GewStG","Expense",,"Yes","No",,,,,,,,,,,,
