[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
623,CHELT.DE PROTOCOL  RECLAMA SI PUBLICITATE ,CHELT.DE PROTOCOL  RECLAMA SI PUBLICITATE ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,623,623,420,420
624,CHELT.CU TRANSPORTUL DE BUNURI SI PERSONAL ,CHELT.CU TRANSPORTUL DE BUNURI SI PERSONAL ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,624,624,421,421
625,CHELT.CU DEPLASARI  DETASARI SI TRANSFERARI ,CHELT.CU DEPLASARI  DETASARI SI TRANSFERARI ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,625,625,422,422
626,CHELT.POSTALE SI TAXE DE TELECOMUNICATII ,CHELT.POSTALE SI TAXE DE TELECOMUNICATII ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,626,626,423,423
627,CHELT.CU SERVICIILE BANCARE SI ASIMILATE ,CHELT.CU SERVICIILE BANCARE SI ASIMILATE ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,627,627,424,424
628,ALTE CHELTUIELI CU SERVICIILE EXECUTATE DE TERTI ,ALTE CHELTUIELI CU SERVICIILE EXECUTATE DE TERTI ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,628,628,425,425
C.8.1.25.V,VEN.DIN SUBV.DE EXPLOATARE PT.ALTE CH DE EXPLOATARE,VEN.DIN SUBV.DE EXPLOATARE PT.ALTE CH DE EXPLOATARE,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,C.8.1.25.V,C.8,C.8.1.25.V,426,426
7416,VEN.DIN SUBV.DE EXPLOATARE PT.ALTE CHELTUIELI DE EXPLOATARE ,VEN.DIN SUBV.DE EXPLOATARE PT.ALTE CHELTUIELI DE EXPLOATARE ,Revenue,Credit,,Yes,,C.8.1.25.V,4,B,,,B,C.8.1.25.V,741,7416,427,427
C.8.2.26,CHELT CU ALTE IMP TAXE SI VARSAM ASIMILATE,CHELT CU ALTE IMP TAXE SI VARSAM ASIMILATE,Expense,B,,Yes,,C.8.24,4,E,,,B,C.8.2.26,C.8,C.8.2.26,428,428
635,CHELT.CU ALTE IMP.  TAXE SI VARSAMINTE ASIMILATE ,CHELT.CU ALTE IMP.  TAXE SI VARSAMINTE ASIMILATE ,Expense,B,,Yes,,C.8.2.26,5,C,,,B,C.8.2.26,635,635,429,429
C.8.3.27,CHELT CU DESPAG DONATII SI ACTIVE CEDATE,CHELT CU DESPAG DONATII SI ACTIVE CEDATE,Expense,B,,Yes,,C.8.24,4,E,,,B,C.8.3.27,C.8,C.8.3.27,430,430
658,ALTE CHELT.DE EXPL,ALTE CHELT.DE EXPL,Expense,B,,Yes,,C.8.3.27,5,C,,,B,C.8.3.27,658,658,431,431
6581,DESPAGUBIRI  AMENZI SI PENALITATI ,DESPAGUBIRI  AMENZI SI PENALITATI ,Expense,B,,Yes,,658,6,B,,,B,C.8.3.27,658,6581,432,432
6582,DONATII SI SUBV.ACORDATE ,DONATII SI SUBV.ACORDATE ,Expense,B,,Yes,,658,6,B,,,B,C.8.3.27,658,6582,433,433
6583,CHELT.PRIV.ACTIVELE CEDATE SI ALTE OPERATII DE CAPITAL ,CHELT.PRIV.ACTIVELE CEDATE SI ALTE OPERATII DE CAPITAL ,Expense,B,Yes,Yes,A_DISPOSAL_LOSS,658,6,B,,,B,C.8.3.27,658,6583,434,434
6588,ALTE CHELT.DE EXPL.,ALTE CHELT.DE EXPL.,Expense,B,,Yes,,658,6,B,,,B,C.8.3.27,658,6588,435,435
C.8.30,AJUST PRIV PROVIZIOANELE-CHELTUIELI,AJUST PRIV PROVIZIOANELE-CHELTUIELI,Expense,B,,Yes,,C.0.32,3,E,,,B,C.8.30,C.8,C.8.30,436,436
6812,CHELT.DE EXPL.PRIV.PROVIZ,CHELT.DE EXPL.PRIV.PROVIZ,Expense,B,,Yes,,C.8.30,4,B,,,B,C.8.30,681,6812,437,437
C.8.31.V,AJUST PRIV PROVIZIOANELE-VENITURI,AJUST PRIV PROVIZIOANELE-VENITURI,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,C.8.31.V,C.8,C.8.31.V,438,438
7812,VEN.DIN PROVIZIOANE ,VEN.DIN PROVIZIOANE ,Revenue,Credit,,Yes,,C.8.31.V,4,B,,,B,C.8.31.V,781,7812,439,439
C,CHELTUIELI,CHELTUIELI,Expense,B,,Yes,,,1,E,,,B,C,C,C,440,440
C.0.32,CHELTUIELI DE EXPLOATARE TOTAL,CHELTUIELI DE EXPLOATARE TOTAL,Expense,B,,Yes,,C,2,E,,,B,C.0.32,C.0,C.0.32,441,441
V.9.35,VENITURI DIN INTERESE DE PARTICIPARE,VENITURI DIN INTERESE DE PARTICIPARE,Revenue,Credit,,Yes,,V.0.42,3,E,,,B,V.9.35,V.9,V.9.35,442,442
7611,VEN.DIN ACTIUNI DETINUTE LA ENTITATILE AFILIATE ,VEN.DIN ACTIUNI DETINUTE LA ENTITATILE AFILIATE ,Revenue,Credit,,Yes,,V.9.35,4,B,,,B,V.9.35,761,7611,443,443
7613,VEN.DIN INTERESE DE PARTICIPARE ,VEN.DIN INTERESE DE PARTICIPARE ,Revenue,Credit,,Yes,,V.9.35,4,B,,,B,V.9.35,761,7613,444,444
V.10.37,VEN DIN ALTE INVEST SI IMPRUM CARE FAC PARTE DIN ACTIVE IMOB,VEN DIN ALTE INVEST SI IMPRUM CARE FAC PARTE DIN ACTIVE IMOB,Revenue,Credit,,Yes,,V.0.42,3,E,,,B,V.10.37,V.1,V.10.37,445,445
763,VEN.DIN CREANTE IMOBILIZATE ,VEN.DIN CREANTE IMOBILIZATE ,Revenue,Credit,,Yes,,V.10.37,4,C,,,B,V.10.37,763,763,446,446
V.11.39,VEN DIN DOBANZI,VEN DIN DOBANZI,Revenue,Credit,,Yes,,V.0.42,3,E,,,B,V.11.39,V.1,V.11.39,447,447
766,VEN.DIN DOBANZI ,VEN.DIN DOBANZI ,Revenue,Credit,,Yes,,V.11.39,4,C,,,B,V.11.39,766,766,448,448
V.0.41,ALTE VENITURI FINANCIARE,ALTE VENITURI FINANCIARE,Revenue,Credit,,Yes,,V.0.42,3,E,,,B,V.0.41,V.0,V.0.41,449,449
762,VEN.DIN INVEST FINANCIARE PE TERMEN SCURT ,VEN.DIN INVEST FINANCIARE PE TERMEN SCURT ,Revenue,Credit,,Yes,,V.0.41,4,C,,,B,V.0.41,762,762,450,450
764,VEN.DIN INVEST FINANCIARE CEDATE ,VEN.DIN INVEST FINANCIARE CEDATE ,Revenue,Credit,,Yes,,V.0.41,4,C,,,B,V.0.41,764,764,451,451
7641,VEN.DIN IMOBILIZARI FINANCIARE CEDATE ,VEN.DIN IMOBILIZARI FINANCIARE CEDATE ,Revenue,Credit,,Yes,,764,5,B,,,B,V.0.41,764,7641,452,452
7642,CASTIGURI DIN INVEST PE TERMEN SCURT CEDATE ,CASTIGURI DIN INVEST PE TERMEN SCURT CEDATE ,Revenue,Credit,,Yes,,764,5,B,,,B,V.0.41,764,7642,453,453
765,VEN.DIN DIFERENTE DE CURS VALUTAR ,VEN.DIN DIFERENTE DE CURS VALUTAR ,Revenue,Credit,,Yes,,V.0.41,4,C,,,B,V.0.41,765,765,454,454
767,VEN.DIN SCONTURI OBTINUTE ,VEN.DIN SCONTURI OBTINUTE ,Revenue,Credit,,Yes,,V.0.41,4,C,,,B,V.0.41,767,767,455,455
768,ALTE VENITURI FINANCIARE ,ALTE VENITURI FINANCIARE ,Revenue,Credit,,Yes,,V.0.41,4,C,,,B,V.0.41,768,768,456,456
V.0.42,VENITURI FINANCIARE TOTAL,VENITURI FINANCIARE TOTAL,Revenue,Credit,,Yes,,V,2,E,,,B,V.0.42,V.0,V.0.42,457,457
C.12.44,AJUST VAL PRIV IMOB FIN SI INVEST FIN DETIN CA ACTIVE CIRC-C,AJUST VAL PRIV IMOB FIN SI INVEST FIN DETIN CA ACTIVE CIRC-CH,Expense,B,,Yes,,C.0.49,3,E,,,B,C.12.44,C.1,C.12.44,458,458
686,CHELT.FIN.PRIV.AMORTIZ.SI AJUST.PT.PIERDERE DE VALOARE ,CHELT.FIN.PRIV.AMORTIZ.SI AJUST.PT.PIERDERE DE VALOARE ,Expense,B,,Yes,,C.12.44,4,C,,,B,C.12.44,686,686,459,459
6863,CHELT.FIN.PRIV.AJUST.PT.PIERDEREA DE VALOARE A IMOBILIZ.FINA,CHELT.FIN.PRIV.AJUST.PT.PIERDEREA DE VALOARE A IMOBILIZ.FINANCIARE ,Expense,B,,Yes,,686,5,B,,,B,C.12.44,686,6863,460,460
6864,CHELT.FIN.PRIV.AJUST PT.PIERDEREA DE VALOARE A ACTIVELOR CIR,CHELT.FIN.PRIV.AJUST PT.PIERDEREA DE VALOARE A ACTIVELOR CIRCULANTE ,Expense,B,,Yes,,686,5,B,,,B,C.12.44,686,6864,461,461
6868,CHELT.FIN.PRIV.AMORTIZ.PRIMELOR DE RAMBURSARE A OBLIG,CHELT.FIN.PRIV.AMORTIZ.PRIMELOR DE RAMBURSARE A OBLIG,Expense,B,,Yes,,686,5,B,,,B,C.12.44,686,6868,462,462
C.12.45.V,AJUST VAL PRIV IMOB FIN SI INVEST FIN DETIN CA ACTIVE CIRC-V,AJUST VAL PRIV IMOB FIN SI INVEST FIN DETIN CA ACTIVE CIRC-VE,Revenue,Credit,,Yes,,V.0.42,3,E,,,B,C.12.45.V,C.1,C.12.45.V,463,463
786,VEN.FINANCIARE DIN AJUSTARI PT.PIERDERE DE VALOARE ,VEN.FINANCIARE DIN AJUSTARI PT.PIERDERE DE VALOARE ,Revenue,Credit,,Yes,,C.12.45.V,4,C,,,B,C.12.45.V,786,786,464,464
7863,VEN.FINANCIARE DIN AJUSTARI PT.PIERDEREA DE VALOARE A IMOBIL,VEN.FINANCIARE DIN AJUSTARI PT.PIERDEREA DE VALOARE A IMOBILIZ.FINANCIARE ,Revenue,Credit,,Yes,,786,5,B,,,B,C.12.45.V,786,7863,465,465
7864,VEN.FINANCIARE DIN AJUSTARI PT.PIERDEREA DE VALOARE A ACTIVE,VEN.FINANCIARE DIN AJUSTARI PT.PIERDEREA DE VALOARE A ACTIVELOR CIRCULANTE ,Revenue,Credit,,Yes,,786,5,B,,,B,C.12.45.V,786,7864,466,466
C.13.46,CHELTUIELI PRIVIND DOBANZILE,CHELTUIELI PRIVIND DOBANZILE,Expense,B,,Yes,,C.0.49,3,E,,,B,C.13.46,C.1,C.13.46,467,467
666,CHELT.PRIV.DOB.,CHELT.PRIV.DOB.,Expense,B,,Yes,,C.13.46,4,C,,,B,C.13.46,666,666,468,468
C.13.46.V,VEN.DIN SUBV.DE EXPLOATARE PT.DOBANDA DATORATA ,VEN.DIN SUBV.DE EXPLOATARE PT.DOBANDA DATORATA ,Revenue,Credit,,Yes,,V.0.42,3,E,,,B,C.13.46.V,C.1,C.13.46.V,469,469
7418,VEN.DIN SUBV.DE EXPLOATARE PT.DOBANDA DATORATA ,VEN.DIN SUBV.DE EXPLOATARE PT.DOBANDA DATORATA ,Revenue,Credit,,Yes,,C.13.46.V,4,B,,,B,C.13.46.V,741,7418,470,470
C.0.48,ALTE CHELTUIELI FINANCIARE,ALTE CHELTUIELI FINANCIARE,Expense,B,,Yes,,C.0.49,3,E,,,B,C.0.48,C.0,C.0.48,471,471
663,PIERDERI DIN CREANTE LEGATE DE PARTICIPATII ,PIERDERI DIN CREANTE LEGATE DE PARTICIPATII ,Expense,B,,Yes,,C.0.48,4,C,,,B,C.0.48,663,663,472,472
664,CHELT.PRIV.NVEST.LE FIN.CEDATE ,CHELT.PRIV.NVEST.LE FIN.CEDATE ,Expense,B,,Yes,,C.0.48,4,C,,,B,C.0.48,664,664,473,473
6641,CHELT.PRIV.IMOBILIZARILE FIN.CEDATE ,CHELT.PRIV.IMOBILIZARILE FIN.CEDATE ,Expense,B,,Yes,,664,5,B,,,B,C.0.48,664,6641,474,474
6642,PIERDERI DIN INVEST.LE PE TERMEN SCURT CEDATE ,PIERDERI DIN INVEST.LE PE TERMEN SCURT CEDATE ,Expense,B,,Yes,,664,5,B,,,B,C.0.48,664,6642,475,475
665,CHELT.DIN DIFERENTE DE CURS VALUTAR ,CHELT.DIN DIFERENTE DE CURS VALUTAR ,Expense,B,,Yes,,C.0.48,4,C,,,B,C.0.48,665,665,476,476
667,CHELT.PRIV.SCONTURILE ACORDATE ,CHELT.PRIV.SCONTURILE ACORDATE ,Expense,B,,Yes,,C.0.48,4,C,,,B,C.0.48,667,667,477,477
668,ALTE CHELT.FIN.,ALTE CHELT.FIN.,Expense,B,,Yes,,C.0.48,4,C,,,B,C.0.48,668,668,478,478
C.0.49,CHELTUIELI FINANCIARE TOTAL,CHELTUIELI FINANCIARE TOTAL,Expense,B,,Yes,,C,2,E,,,B,C.0.49,C.0,C.0.49,479,479
V.15.54,VENITURI EXTRAORDINARE,VENITURI EXTRAORDINARE,Revenue,Credit,,Yes,,V,2,E,,,B,V.15.54,V.1,V.15.54,480,480
771,VEN.DIN SUBV.PT.EVENIMENTE EXTRAORDINARE SI ALTELE SIMILARE ,VEN.DIN SUBV.PT.EVENIMENTE EXTRAORDINARE SI ALTELE SIMILARE ,Revenue,Credit,,Yes,,V.15.54,3,C,,,B,V.15.54,771,771,481,481
C.16.55,CHELTUIELI EXTRAORDINARE,CHELTUIELI EXTRAORDINARE,Expense,B,,Yes,,C,2,E,,,B,C.16.55,C.1,C.16.55,482,482
671,CHELT.PRIVIND CALAMITATILE SI ALTE EVENIMENTE EXTRAORD.,CHELT.PRIVIND CALAMITATILE SI ALTE EVENIMENTE EXTRAORD.,Expense,B,,Yes,,C.16.55,3,C,,,B,C.16.55,671,671,483,483
V.0.58,VENITURI TOTALE,VENITURI TOTALE,Revenue,Credit,,Yes,,V,2,E,,,B,V.0.58,V.0,V.0.58,484,484
C.0.59,CHELTUIELI TOTALE,CHELTUIELI TOTALE,Expense,B,,Yes,,C,2,E,,,B,C.0.59,C.0,C.0.59,485,485
C.18.62,IMPOZITUL PE PROFIT,IMPOZITUL PE PROFIT,Expense,B,,Yes,,C,2,E,,,B,C.18.62,C.1,C.18.62,486,486
691,CHELT.CU IMP.PE PROFIT ,CHELT.CU IMP.PE PROFIT ,Expense,B,,Yes,,C.18.62,3,C,,,B,C.18.62,691,691,487,487
C.19.63,ALTE IMPOZITE   ,ALTE IMPOZITE   ,Expense,B,,Yes,,C,2,E,,,B,C.19.63,C.1,C.19.63,488,488
698,CHELT.CU IMP.PE VENIT SI CU ALTE IMP.CARE NU APAR IN ELEM.DE,CHELT.CU IMP.PE VENIT SI CU ALTE IMP.CARE NU APAR IN ELEM.DE MAI SUS16  ,Expense,B,,Yes,,C.19.63,3,C,,,B,C.19.63,698,698,489,489
O,O-ALTE CONTURI,O-ALTE CONTURI,Memo,Natural,,Yes,,,1,E,,,B,O,O,O,490,490
801,ANGAJAMENTE ACORDATE ,ANGAJAMENTE ACORDATE ,Memo,Natural,,Yes,,O,2,C,,,B,O,801,801,491,491
8011,GIRURI SI GARANTII ACORDATE ,GIRURI SI GARANTII ACORDATE ,Memo,Natural,,Yes,,801,3,B,,,B,O,801,8011,492,492
8018,ALTE ANGAJAMENTE ACORDATE ,ALTE ANGAJAMENTE ACORDATE ,Memo,Natural,,Yes,,801,3,B,,,B,O,801,8018,493,493
802,ANGAJAMENTE PRIMITE ,ANGAJAMENTE PRIMITE ,Memo,Natural,,Yes,,O,2,C,,,B,O,802,802,494,494
8021,GIRURI SI GARANTII PRIMITE ,GIRURI SI GARANTII PRIMITE ,Memo,Natural,,Yes,,802,3,B,,,B,O,802,8021,495,495
8028,ALTE ANGAJAMENTE PRIMITE ,ALTE ANGAJAMENTE PRIMITE ,Memo,Natural,,Yes,,802,3,B,,,B,O,802,8028,496,496
803,ALTE CONTURI IN AFARA BILANTULUI ,ALTE CONTURI IN AFARA BILANTULUI ,Memo,Natural,,Yes,,O,2,C,,,B,O,803,803,497,497
8031,IMOBILIZARI CORPORALE LUATE CU CHIRIE ,IMOBILIZARI CORPORALE LUATE CU CHIRIE ,Memo,Natural,,Yes,,803,3,B,,,B,O,803,8031,498,498
8032,VALORI MAT.PRIMITE SPRE PRELUCRARE SAU REPARARE ,VALORI MAT.PRIMITE SPRE PRELUCRARE SAU REPARARE ,Memo,Natural,,Yes,,803,3,B,,,B,O,803,8032,499,499
8033,VALORI MAT.PRIMITE IN PASTRARE SAU CUSTODIE ,VALORI MAT.PRIMITE IN PASTRARE SAU CUSTODIE ,Memo,Natural,,Yes,,803,3,B,,,B,O,803,8033,500,500
8034,DEBITORI SCOSI DIN ACTIV  URMARITI IN CONTINUARE ,DEBITORI SCOSI DIN ACTIV  URMARITI IN CONTINUARE ,Memo,Natural,,Yes,,803,3,B,,,B,O,803,8034,501,501
8035,STOCURI DE NATURA OB.DE INVENTAR DATE IN FOL.,STOCURI DE NATURA OB.DE INVENTAR DATE IN FOL.,Memo,Natural,,Yes,,803,3,B,,,B,O,803,8035,502,502
8036,REDEVENTE  LOCATII DE GESTIUNE  CHIRII SI ALTE DATORII ASIMI,REDEVENTE  LOCATII DE GESTIUNE  CHIRII SI ALTE DATORII ASIMILATE ,Memo,Natural,,Yes,,803,3,B,,,B,O,803,8036,503,503
8037,EFECTE SCONTATE NEAJUNSE LA SCADENTA ,EFECTE SCONTATE NEAJUNSE LA SCADENTA ,Memo,Natural,,Yes,,803,3,B,,,B,O,803,8037,504,504
8038,ALTE VAL.IN AFARA BILANTULUI ,ALTE VAL.IN AFARA BILANTULUI ,Memo,Natural,,Yes,,803,3,B,,,B,O,803,8038,505,505
804,AMORTIZ.AFER.GRADULUI DE NEUTILIZ.A MIJL.FIXE ,AMORTIZ.AFER.GRADULUI DE NEUTILIZ.A MIJL.FIXE ,Memo,Natural,,Yes,,O,2,C,,,B,O,804,804,506,506
8045,AMORTIZ.AFER.GRADULUI DE NEUTILIZ.A MIJL.FIXE ,AMORTIZ.AFER.GRADULUI DE NEUTILIZ.A MIJL.FIXE ,Memo,Natural,,Yes,,804,3,B,,,B,O,804,8045,507,507
805,DOB.AFER.CONTRACTELOR DE LEASING SI ALTOR CONTRACTE ASIMILAT,DOB.AFER.CONTRACTELOR DE LEASING SI ALTOR CONTRACTE ASIMILATE  NEAJUNSE LA SCADENTA ,Memo,Natural,,Yes,,O,2,C,,,B,O,805,805,508,508
8051,DOB.DE PLATIT ,DOB.DE PLATIT ,Memo,Natural,,Yes,,805,3,B,,,B,O,805,8051,509,509
8052,DOB.DE INCASAT ,DOB.DE INCASAT ,Memo,Natural,,Yes,,805,3,B,,,B,O,805,8052,510,510
880,DIFERENCIAS ENTRE EL COSTE DEL PRODUCTO Y EL PRECIO DE LA FR,DIFERENCIAS ENTRE EL COSTE DEL PRODUCTO Y EL PRECIO DE LA FR,Memo,Natural,,Yes,,O,2,C,,,B,O,880,880,511,511
881,DIFERENCIA ENTRE EL PRECIO DE COMPRA Y EL COSTE ESTáNDAR,DIFERENCIA ENTRE EL PRECIO DE COMPRA Y EL COSTE ESTáNDAR,Memo,Natural,,Yes,,O,2,C,,,B,O,881,881,512,511
882,CUENTAS DE SUSPENSO DE INGRESO,CUENTAS DE SUSPENSO DE INGRESO,Memo,Natural,,Yes,,O,2,C,,,B,O,882,882,513,511
883,CUENTA POR DEFECTO DE OTROS GASTOS,CUENTA POR DEFECTO DE OTROS GASTOS,Memo,Natural,,Yes,,O,2,C,,,B,O,883,883,514,511
884,CUENTA POR DEFECTO DE OTROS INGRESOS,CUENTA POR DEFECTO DE OTROS INGRESOS,Memo,Natural,,Yes,,O,2,C,,,B,O,884,884,515,511
885,CUENTA DE COMPENSACION DE ASIENTOS,CUENTA DE COMPENSACION DE ASIENTOS,Memo,Natural,,Yes,,O,2,C,,,B,O,885,885,516,511
886,COSTE DE PRODUCTOS VENDIDOS,COSTE DE PRODUCTOS VENDIDOS,Memo,Natural,,Yes,,O,2,C,,,B,O,886,886,517,511
887,CUENTA DE CUADRE,CUENTA DE CUADRE,Memo,Natural,,Yes,,O,2,C,,,B,O,887,887,518,511
888,CUENTA DE SUSPENSO,CUENTA DE SUSPENSO,Memo,Natural,,Yes,,O,2,C,,,B,O,888,888,519,511
889,CUENTA POR DEFECTO,CUENTA POR DEFECTO,Memo,Natural,,Yes,,O,2,C,,,B,O,889,889,520,511
891,BILANT DE DESCHIDERE ,BILANT DE DESCHIDERE ,Memo,Natural,,Yes,,O,2,C,,,B,O,891,891,521,512
892,BILANT DE INCHIDERE ,BILANT DE INCHIDERE ,Memo,Natural,,Yes,,O,2,C,,,B,O,892,892,522,513
901,DECONTARI INT.PRIVIND CHELTUIELILE ,DECONTARI INT.PRIVIND CHELTUIELILE ,Memo,Natural,,Yes,,O,2,C,,,B,O,901,901,523,514
902,DECONTARI INT.PRIVIND PRODUCTIA OBTINUTA ,DECONTARI INT.PRIVIND PRODUCTIA OBTINUTA ,Memo,Natural,,Yes,,O,2,C,,,B,O,902,902,524,515
903,DECONTARI INT.PRIVIND DIFERENTELE DE PRET ,DECONTARI INT.PRIVIND DIFERENTELE DE PRET ,Memo,Natural,,Yes,,O,2,C,,,B,O,903,903,525,516
921,CHELTUIELILE ACTIVITATII DE BAZA ,CHELTUIELILE ACTIVITATII DE BAZA ,Memo,Natural,,Yes,,O,2,C,,,B,O,921,921,526,517
922,CHELTUIELILE ACTIVITATILOR AUXILIARE ,CHELTUIELILE ACTIVITATILOR AUXILIARE ,Memo,Natural,,Yes,,O,2,C,,,B,O,922,922,527,518
923,CHELT.INDIRECTE DE PRODUCTIE ,CHELT.INDIRECTE DE PRODUCTIE ,Memo,Natural,,Yes,,O,2,C,,,B,O,923,923,528,519
924,CHELT.GENERALE DE ADMINISTRATIE ,CHELT.GENERALE DE ADMINISTRATIE ,Memo,Natural,,Yes,,O,2,C,,,B,O,924,924,529,520
925,CHELT.DE DESFACERE ,CHELT.DE DESFACERE ,Memo,Natural,,Yes,,O,2,C,,,B,O,925,925,530,521
931,COSTUL PRODUCTIEI OBTINUTE ,COSTUL PRODUCTIEI OBTINUTE ,Memo,Natural,,Yes,,O,2,C,,,B,O,931,931,531,522
933,COSTUL PRODUCTIEI IN CURS DE EXECUTIE ,COSTUL PRODUCTIEI IN CURS DE EXECUTIE ,Memo,Natural,,Yes,,O,2,C,,,B,O,933,933,532,523
20100,CHELT.DE CONSTITUIRE,CHELT.DE CONSTITUIRE,Asset,B,,No,,201,5,S,201,#N/A,C,O,201,20100,533,
20300,CHELT.DE DEZVOLTARE,CHELT.DE DEZVOLTARE,Asset,B,,No,,203,5,S,203,#N/A,C,O,203,20300,534,
20500,CONCESIUNI  BREVETE  LICENTE  MARCI COMERCIALE  DREPTURI SI ,CONCESIUNI  BREVETE  LICENTE  MARCI COMERCIALE  DREPTURI SI ACTIVE SIMILARE,Asset,B,,No,,205,5,S,205,#N/A,C,O,205,20500,535,
20800,ALTE IMOBILIZARI NECORPORALE,ALTE IMOBILIZARI NECORPORALE,Asset,B,,No,,208,5,S,208,#N/A,C,O,208,20800,536,
23300,IMOBILIZARI NECORPORALE IN CURS DE EXECUTIE,IMOBILIZARI NECORPORALE IN CURS DE EXECUTIE,Asset,B,Yes,No,PJ_WIP_ACCT,233,5,S,233,#N/A,C,O,233,23300,537,
23400,AVANSURI ACORDATE PT.IMOBILIZARI NECORPORALE,AVANSURI ACORDATE PT.IMOBILIZARI NECORPORALE,Asset,B,,No,,234,5,S,234,#N/A,C,O,234,23400,538,
21200,CONSTRUCTII,CONSTRUCTII,Asset,B,,No,,212,5,S,212,#N/A,C,O,212,21200,539,
21400,MOBILIER  APARATURA BIROTICA  ECHIPAMENTE DE PROTECTIE A VAL,MOBILIER  APARATURA BIROTICA  ECHIPAMENTE DE PROTECTIE A VALORILOR UMANE SI MATERIALE SI ALTE ACTIVE CORPORALE,Asset,B,,No,,214,5,S,214,#N/A,C,O,214,21400,540,
23100,IMOBILIZARI CORPORALE IN CURS DE EXECUTIE,IMOBILIZARI CORPORALE IN CURS DE EXECUTIE,Asset,B,Yes,No,PJ_ASSET_ACCT,231,5,S,231,#N/A,C,O,231,23100,541,
23200,AVANSURI ACORDATE PT.IMOBILIZARI CORPORALE,AVANSURI ACORDATE PT.IMOBILIZARI CORPORALE,Asset,B,,No,,232,5,S,232,#N/A,C,O,232,23200,542,
26100,ACTIUNI DETINUTE LA ENTITATILE AFILIATE,ACTIUNI DETINUTE LA ENTITATILE AFILIATE,Asset,B,,No,,261,5,S,261,#N/A,C,O,261,26100,543,
26300,INTERESE DE PARTICIPARE,INTERESE DE PARTICIPARE,Asset,B,,No,,263,5,S,263,#N/A,C,O,263,26300,544
26400,TITLURI PUSE IN ECHIVALENTA (CONS),TITLURI PUSE IN ECHIVALENTA (CONS),Asset,B,,No,,264,5,S,264,#N/A,C,O,264,26400,545
26500,ALTE TITLURI IMOBILIZATE,ALTE TITLURI IMOBILIZATE,Asset,B,,No,,265,5,S,265,#N/A,C,O,265,26500,546
30100,MATERII PRIME,MATERII PRIME,Asset,B,,No,,301,5,S,301,#N/A,C,O,301,30100,547
30300,MATERIALE DE NATURA OBIECTELOR DE INVENTAR,MATERIALE DE NATURA OBIECTELOR DE INVENTAR,Asset,B,,No,,303,5,S,303,#N/A,C,O,303,30300,548
30800,DIFERENTE DE PRET LA MATERII PRIME SI MATERIALE,DIFERENTE DE PRET LA MATERII PRIME SI MATERIALE,Asset,B,,No,,308,5,S,308,#N/A,C,O,308,30800,549
33100,PRODUSE IN CURS DE EXECUTIE,PRODUSE IN CURS DE EXECUTIE,Asset,B,,No,,331,5,S,331,#N/A,C,O,331,33100,550
33200,LUCRARI SI SERVICII IN CURS DE EXECUTIE,LUCRARI SI SERVICII IN CURS DE EXECUTIE,Asset,B,,No,,332,5,S,332,#N/A,C,O,332,33200,551
34100,SEMIFABRICATE,SEMIFABRICATE,Asset,B,,No,,341,5,S,341,#N/A,C,O,341,34100,552
34500,PRODUSE FINITE,PRODUSE FINITE,Asset,B,Yes,No,P_ASSET_ACCT,345,5,S,345,#N/A,C,O,345,34500,553
34600,PRODUSE REZIDUALE,PRODUSE REZIDUALE,Asset,B,,No,,346,5,S,346,#N/A,C,O,346,34600,554
34800,DIFERENTE DE PRET LA PRODUSE,DIFERENTE DE PRET LA PRODUSE,Asset,B,,No,,348,5,S,348,#N/A,C,O,348,34800,555
35100,MATERII SI MATERIALE AFLATE LA TERTI,MATERII SI MATERIALE AFLATE LA TERTI,Asset,B,,No,,351,5,S,351,#N/A,C,O,351,35100,556
35400,PRODUSE AFLATE LA TERTI,PRODUSE AFLATE LA TERTI,Asset,B,,No,,354,5,S,354,#N/A,C,O,354,35400,557
35600,ANIMALE AFLATE LA TERTI,ANIMALE AFLATE LA TERTI,Asset,B,,No,,356,5,S,356,#N/A,C,O,356,35600,558
35700,MARFURI AFLATE LA TERTI,MARFURI AFLATE LA TERTI,Asset,B,,No,,357,5,S,357,#N/A,C,O,357,35700,559
35800,AMBALAJE AFLATE LA TERTI,AMBALAJE AFLATE LA TERTI,Asset,B,,No,,358,5,S,358,#N/A,C,O,358,35800,560
36100,ANIMALE SI PASARI,ANIMALE SI PASARI,Asset,B,,No,,361,5,S,361,#N/A,C,O,361,36100,561
